countyfips,party_simple,lng,lat,votes
48253,REPUBLICAN,-99.87871324,32.7400927,5660
48255,DEMOCRAT,-97.85944813,28.90564205,1234
48255,REPUBLICAN,-97.85944813,28.90564205,3968
48257,DEMOCRAT,-96.2877972,32.59905385,18405
48257,REPUBLICAN,-96.2877972,32.59905385,37624
48259,DEMOCRAT,-98.7114161,29.94473189,6020
48259,REPUBLICAN,-98.7114161,29.94473189,20083
48261,DEMOCRAT,-97.69810806,26.92975017,65
48261,REPUBLICAN,-97.69810806,26.92975017,127
48263,DEMOCRAT,-100.7780898,33.18104889,47
48263,REPUBLICAN,-100.7780898,33.18104889,408
48265,DEMOCRAT,-99.34928454,30.06116361,6524
48265,REPUBLICAN,-99.34928454,30.06116361,20879
48267,DEMOCRAT,-99.74856473,30.48678918,284
48267,REPUBLICAN,-99.74856473,30.48678918,1987
48269,DEMOCRAT,-100.2558057,33.61643847,8
48269,REPUBLICAN,-100.2558057,33.61643847,151
48271,DEMOCRAT,-100.4179055,29.35014052,446
48271,REPUBLICAN,-100.4179055,29.35014052,1144
48273,DEMOCRAT,-97.72430027,27.43132443,5381
48273,REPUBLICAN,-97.72430027,27.43132443,5575
48275,DEMOCRAT,-99.74139253,33.60611596,265
48275,REPUBLICAN,-99.74139253,33.60611596,1180
48277,DEMOCRAT,-95.57108168,33.6672152,4420
48277,REPUBLICAN,-95.57108168,33.6672152,16698
48279,DEMOCRAT,-102.3516289,34.06859623,840
48279,REPUBLICAN,-102.3516289,34.06859623,3521
48281,DEMOCRAT,-98.2416756,31.19624807,2144
48281,REPUBLICAN,-98.2416756,31.19624807,8086
48283,DEMOCRAT,-99.0992434,28.34445432,1052
48283,REPUBLICAN,-99.0992434,28.34445432,1335
48285,DEMOCRAT,-96.93033343,29.38395052,1333
48285,REPUBLICAN,-96.93033343,29.38395052,8804
48287,DEMOCRAT,-96.96605425,30.31077667,1750
48287,REPUBLICAN,-96.96605425,30.31077667,6255
48289,DEMOCRAT,-95.9957025,31.29628413,1072
48289,REPUBLICAN,-95.9957025,31.29628413,7523
48291,DEMOCRAT,-94.81225285,30.15161146,5785
48291,REPUBLICAN,-94.81225285,30.15161146,23302
48293,DEMOCRAT,-96.58095444,31.5454767,2213
48293,REPUBLICAN,-96.58095444,31.5454767,6789
48295,DEMOCRAT,-100.2732972,36.27778375,131
48295,REPUBLICAN,-100.2732972,36.27778375,1205
48297,DEMOCRAT,-98.12498408,28.35137771,820
48297,REPUBLICAN,-98.12498408,28.35137771,4201
48299,DEMOCRAT,-98.68429358,30.70581617,2465
48299,REPUBLICAN,-98.68429358,30.70581617,10079
48301,DEMOCRAT,-103.5798367,31.8491553,4
48301,REPUBLICAN,-103.5798367,31.8491553,60
48303,DEMOCRAT,-101.8204789,33.61008596,40017
48303,REPUBLICAN,-101.8204789,33.61008596,78861
48305,DEMOCRAT,-101.8162849,33.17657705,429
48305,REPUBLICAN,-101.8162849,33.17657705,1853
48307,DEMOCRAT,-99.34743941,31.1988896,490
48307,REPUBLICAN,-99.34743941,31.1988896,2904
48309,DEMOCRAT,-97.20199931,31.5524976,36688
48309,REPUBLICAN,-97.20199931,31.5524976,59543
48311,DEMOCRAT,-98.567849,28.35261097,53
48311,REPUBLICAN,-98.567849,28.35261097,460
48313,DEMOCRAT,-95.92738963,30.96540306,1088
48313,REPUBLICAN,-95.92738963,30.96540306,4169
48315,DEMOCRAT,-94.3574341,32.79813996,1339
48315,REPUBLICAN,-94.3574341,32.79813996,3470
48317,DEMOCRAT,-101.9513518,32.30600051,288
48317,REPUBLICAN,-101.9513518,32.30600051,1857
48319,DEMOCRAT,-99.22629725,30.7177995,457
48319,REPUBLICAN,-99.22629725,30.7177995,1991
48321,DEMOCRAT,-96.01140809,28.82108792,3733
48321,REPUBLICAN,-96.01140809,28.82108792,9845
48323,DEMOCRAT,-100.3147083,28.74262555,8332
48323,REPUBLICAN,-100.3147083,28.74262555,6881
48325,DEMOCRAT,-99.11033508,29.35546127,6773
48325,REPUBLICAN,-99.11033508,29.35546127,15642
48327,DEMOCRAT,-99.8204794,30.88990665,197
48327,REPUBLICAN,-99.8204794,30.88990665,823
48329,DEMOCRAT,-102.0315682,31.86904128,12329
48329,REPUBLICAN,-102.0315682,31.86904128,45624
48331,DEMOCRAT,-96.97728156,30.7861553,2496
48331,REPUBLICAN,-96.97728156,30.7861553,7984
48333,DEMOCRAT,-98.59562176,31.49516229,271
48333,REPUBLICAN,-98.59562176,31.49516229,2217
48335,DEMOCRAT,-100.9212058,32.30623474,397
48335,REPUBLICAN,-100.9212058,32.30623474,2170
48337,DEMOCRAT,-97.72439946,33.67539964,1097
48337,REPUBLICAN,-97.72439946,33.67539964,8615
48339,DEMOCRAT,-95.50331613,30.30019889,74377
48339,REPUBLICAN,-95.50331613,30.30019889,193382
48341,DEMOCRAT,-101.8930281,35.83769242,1062
48341,REPUBLICAN,-101.8930281,35.83769242,4359
48343,DEMOCRAT,-94.73282508,33.11284956,1664
48343,REPUBLICAN,-94.73282508,33.11284956,3841
48345,DEMOCRAT,-100.779722,34.07408766,46
48345,REPUBLICAN,-100.779722,34.07408766,604
48347,DEMOCRAT,-94.61593169,31.6162358,9000
48347,REPUBLICAN,-94.61593169,31.6162358,17378
48349,DEMOCRAT,-96.47280759,32.04696933,5101
48349,REPUBLICAN,-96.47280759,32.04696933,13800
48351,DEMOCRAT,-93.74533244,30.78564527,1173
48351,REPUBLICAN,-93.74533244,30.78564527,4882
48353,DEMOCRAT,-100.4060382,32.30390399,1162
48353,REPUBLICAN,-100.4060382,32.30390399,4131
48355,DEMOCRAT,-97.61091925,27.72543779,60925
48355,REPUBLICAN,-97.61091925,27.72543779,64617
48357,DEMOCRAT,-100.8158413,36.27830534,302
48357,REPUBLICAN,-100.8158413,36.27830534,2812
48359,DEMOCRAT,-102.6027421,35.40425708,81
48359,REPUBLICAN,-102.6027421,35.40425708,917
48361,DEMOCRAT,-93.89437408,30.12099964,6357
48361,REPUBLICAN,-93.89437408,30.12099964,29186
48363,DEMOCRAT,-98.31319001,32.75310985,2178
48363,REPUBLICAN,-98.31319001,32.75310985,10179
48365,DEMOCRAT,-94.30558387,32.16239924,2057
48365,REPUBLICAN,-94.30558387,32.16239924,9326
48367,DEMOCRAT,-97.80496943,32.77760907,13017
48367,REPUBLICAN,-97.80496943,32.77760907,62045
48369,DEMOCRAT,-102.7844494,34.52993922,488
48369,REPUBLICAN,-102.7844494,34.52993922,2135
48371,DEMOCRAT,-102.7234229,30.78076842,1382
48371,REPUBLICAN,-102.7234229,30.78076842,3215
48373,DEMOCRAT,-94.82986499,30.79270853,5387
48373,REPUBLICAN,-94.82986499,30.79270853,18573
48375,DEMOCRAT,-101.893964,35.40133773,9921
48375,REPUBLICAN,-101.893964,35.40133773,22820
48377,DEMOCRAT,-104.2408125,29.99962168,1463
48377,REPUBLICAN,-104.2408125,29.99962168,721
48379,DEMOCRAT,-95.79355891,32.87032705,842
48379,REPUBLICAN,-95.79355891,32.87032705,5155
48381,DEMOCRAT,-101.8971322,34.96585996,12802
48381,REPUBLICAN,-101.8971322,34.96585996,50796
48383,DEMOCRAT,-101.5232659,31.36607041,172
48383,REPUBLICAN,-101.5232659,31.36607041,942
48385,DEMOCRAT,-99.82222259,29.8324893,320
48385,REPUBLICAN,-99.82222259,29.8324893,1643
48387,DEMOCRAT,-95.04966416,33.62099176,1246
48387,REPUBLICAN,-95.04966416,33.62099176,4517
48389,DEMOCRAT,-103.6930786,31.32283311,1394
48389,REPUBLICAN,-103.6930786,31.32283311,2249
48391,DEMOCRAT,-97.16001089,28.32554745,1108
48391,REPUBLICAN,-97.16001089,28.32554745,2210
48393,DEMOCRAT,-100.813175,35.83809685,17
48393,REPUBLICAN,-100.813175,35.83809685,529
48395,DEMOCRAT,-96.51322902,31.02665136,2374
48395,REPUBLICAN,-96.51322902,31.02665136,5646
48397,DEMOCRAT,-96.40769484,32.89785884,16412
48397,REPUBLICAN,-96.40769484,32.89785884,36726
48399,DEMOCRAT,-99.97616148,31.8314342,552
48399,REPUBLICAN,-99.97616148,31.8314342,3807
48401,DEMOCRAT,-94.76183346,32.10819843,4629
48401,REPUBLICAN,-94.76183346,32.10819843,16534
48403,DEMOCRAT,-93.85288661,31.34269549,669
48403,REPUBLICAN,-93.85288661,31.34269549,4784
48405,DEMOCRAT,-94.16790044,31.39477071,980
48405,REPUBLICAN,-94.16790044,31.39477071,3007
48407,DEMOCRAT,-95.1671992,30.57936685,2337
48407,REPUBLICAN,-95.1671992,30.57936685,10161
48409,DEMOCRAT,-97.51888305,28.00978811,8988
48409,REPUBLICAN,-97.51888305,28.00978811,16516
48411,DEMOCRAT,-98.81731955,31.15502115,287
48411,REPUBLICAN,-98.81731955,31.15502115,2308
48413,DEMOCRAT,-100.5384877,30.89734895,211
48413,REPUBLICAN,-100.5384877,30.89734895,940
48415,DEMOCRAT,-100.9162656,32.74614567,818
48415,REPUBLICAN,-100.9162656,32.74614567,4983
48417,DEMOCRAT,-99.35401337,32.73587756,130
48417,REPUBLICAN,-99.35401337,32.73587756,1484
48419,DEMOCRAT,-94.14557404,31.79223785,2068
48419,REPUBLICAN,-94.14557404,31.79223785,7975
48421,DEMOCRAT,-101.8933684,36.27765456,91
48421,REPUBLICAN,-101.8933684,36.27765456,885
48423,DEMOCRAT,-95.26908279,32.37521162,29615
48423,REPUBLICAN,-95.26908279,32.37521162,69080
48425,DEMOCRAT,-97.77458843,32.22235362,768
48425,REPUBLICAN,-97.77458843,32.22235362,4105
48427,DEMOCRAT,-98.73826312,26.56223662,9099
48427,REPUBLICAN,-98.73826312,26.56223662,8224
48429,DEMOCRAT,-98.83631615,32.73553157,397
48429,REPUBLICAN,-98.83631615,32.73553157,3385
48431,DEMOCRAT,-101.0500746,31.82781912,51
48431,REPUBLICAN,-101.0500746,31.82781912,584
48433,DEMOCRAT,-100.2538401,33.17906744,116
48433,REPUBLICAN,-100.2538401,33.17906744,615
48435,DEMOCRAT,-100.5382117,30.4985468,322
48435,REPUBLICAN,-100.5382117,30.4985468,1222
48437,DEMOCRAT,-101.7349174,34.53028891,478
48437,REPUBLICAN,-101.7349174,34.53028891,1845
48439,DEMOCRAT,-97.29099289,32.77145377,411567
48439,REPUBLICAN,-97.29099289,32.77145377,409741
48441,DEMOCRAT,-99.88996827,32.30175703,14588
48441,REPUBLICAN,-99.88996827,32.30175703,39547
48443,DEMOCRAT,-102.0764353,30.22490816,119
48443,REPUBLICAN,-102.0764353,30.22490816,334
48445,DEMOCRAT,-102.3354521,33.17402785,757
48445,REPUBLICAN,-102.3354521,33.17402785,2812
48447,DEMOCRAT,-99.21226795,33.17751417,82
48447,REPUBLICAN,-99.21226795,33.17751417,806
48449,DEMOCRAT,-94.96656946,33.21673924,2856
48449,REPUBLICAN,-94.96656946,33.21673924,7570
48451,DEMOCRAT,-100.4624522,31.40455473,12185
48451,REPUBLICAN,-100.4624522,31.40455473,32258
48453,DEMOCRAT,-97.78169164,30.33471479,435860
48453,REPUBLICAN,-97.78169164,30.33471479,161337
48455,DEMOCRAT,-95.13547749,31.08828397,1323
48455,REPUBLICAN,-95.13547749,31.08828397,5579
48457,DEMOCRAT,-94.37649281,30.77118478,1403
48457,REPUBLICAN,-94.37649281,30.77118478,8194
48459,DEMOCRAT,-94.94114818,32.73670474,2877
48459,REPUBLICAN,-94.94114818,32.73670474,15809
48461,DEMOCRAT,-102.0428877,31.36864453,169
48461,REPUBLICAN,-102.0428877,31.36864453,1170
48463,DEMOCRAT,-99.76229172,29.35739637,4073
48463,REPUBLICAN,-99.76229172,29.35739637,6174
48465,DEMOCRAT,-101.1521556,29.89249412,6770
48465,REPUBLICAN,-101.1521556,29.89249412,8284
48467,DEMOCRAT,-95.83674215,32.56379892,3516
48467,REPUBLICAN,-95.83674215,32.56379892,22270
48469,DEMOCRAT,-96.97135956,28.7960712,10380
48469,REPUBLICAN,-96.97135956,28.7960712,23358
48471,DEMOCRAT,-95.57247928,30.73883544,7884
48471,REPUBLICAN,-95.57247928,30.73883544,15375
48473,DEMOCRAT,-95.98754906,30.01059467,8164
48473,REPUBLICAN,-95.98754906,30.01059467,14233
48475,DEMOCRAT,-103.1024815,31.50920785,764
48475,REPUBLICAN,-103.1024815,31.50920785,3241
48477,DEMOCRAT,-96.40341594,30.21441875,4261
48477,REPUBLICAN,-96.40341594,30.21441875,12959
48479,DEMOCRAT,-99.33173804,27.76103224,41842
48479,REPUBLICAN,-99.33173804,27.76103224,25904
48481,DEMOCRAT,-96.22242975,29.2778845,4694
48481,REPUBLICAN,-96.22242975,29.2778845,11926
48483,DEMOCRAT,-100.2699514,35.40114335,168
48483,REPUBLICAN,-100.2699514,35.40114335,2159
48485,DEMOCRAT,-98.7035838,33.98806865,13161
48485,REPUBLICAN,-98.7035838,33.98806865,32069
48487,DEMOCRAT,-99.24098891,34.08084256,956
48487,REPUBLICAN,-99.24098891,34.08084256,3524
48489,DEMOCRAT,-97.65724482,26.47040624,3108
48489,REPUBLICAN,-97.65724482,26.47040624,2441
48491,DEMOCRAT,-97.60120361,30.64812769,142309
48491,REPUBLICAN,-97.60120361,30.64812769,138567
48493,DEMOCRAT,-98.08694449,29.17420221,6350
48493,REPUBLICAN,-98.08694449,29.17420221,18463
48495,DEMOCRAT,-103.048449,31.85000039,358
48495,REPUBLICAN,-103.048449,31.85000039,1753
48497,DEMOCRAT,-97.65458625,33.215766,4973
48497,REPUBLICAN,-97.65458625,33.215766,27032
48499,DEMOCRAT,-95.38204393,32.78643978,3509
48499,REPUBLICAN,-95.38204393,32.78643978,19049
48501,DEMOCRAT,-102.8279472,33.1730387,420
48501,REPUBLICAN,-102.8279472,33.1730387,2174
48503,DEMOCRAT,-98.68790885,33.17659707,1034
48503,REPUBLICAN,-98.68790885,33.17659707,7110
48505,DEMOCRAT,-99.16858655,27.00076857,1826
48505,REPUBLICAN,-99.16858655,27.00076857,2033
48507,DEMOCRAT,-99.76049166,28.86623446,2864
48507,REPUBLICAN,-99.76049166,28.86623446,1490
49001,DEMOCRAT,-113.2353778,38.35770202,357
49001,REPUBLICAN,-113.2353778,38.35770202,2695
49003,DEMOCRAT,-113.0821456,41.52095018,4473
49003,REPUBLICAN,-113.0821456,41.52095018,21548
49005,DEMOCRAT,-111.743741,41.72255404,16650
49005,REPUBLICAN,-111.743741,41.72255404,38032
49007,DEMOCRAT,-110.5891155,39.64773138,2392
49007,REPUBLICAN,-110.5891155,39.64773138,6693
49009,DEMOCRAT,-109.5076481,40.88725861,111
49009,REPUBLICAN,-109.5076481,40.88725861,496
49011,DEMOCRAT,-112.1116607,40.99072955,57411
49011,REPUBLICAN,-112.1116607,40.99072955,104135
49013,DEMOCRAT,-110.4255449,40.29770877,843
49013,REPUBLICAN,-110.4255449,40.29770877,7512
49015,DEMOCRAT,-110.7004925,38.99637448,572
49015,REPUBLICAN,-110.7004925,38.99637448,4207
49017,DEMOCRAT,-111.4425093,37.85511631,514
49017,REPUBLICAN,-111.4425093,37.85511631,2158
49019,DEMOCRAT,-109.5698239,38.98190066,2806
49019,REPUBLICAN,-109.5698239,38.98190066,2248
49021,DEMOCRAT,-113.2894426,37.85935379,4892
49021,REPUBLICAN,-113.2894426,37.85935379,18989
49023,DEMOCRAT,-112.7847328,39.70284831,645
49023,REPUBLICAN,-112.7847328,39.70284831,5087
49025,DEMOCRAT,-111.8879757,37.28527775,1083
49025,REPUBLICAN,-111.8879757,37.28527775,2998
49027,DEMOCRAT,-113.1003083,39.07403971,624
49027,REPUBLICAN,-113.1003083,39.07403971,5404
49029,DEMOCRAT,-111.5734451,41.08889094,1086
49029,REPUBLICAN,-111.5734451,41.08889094,5181
49031,DEMOCRAT,-112.1276059,38.336223,86
49031,REPUBLICAN,-112.1276059,38.336223,773
49033,DEMOCRAT,-111.2445372,41.63204523,180
49033,REPUBLICAN,-111.2445372,41.63204523,1157
49035,DEMOCRAT,-111.9241028,40.66728813,289906
49035,REPUBLICAN,-111.9241028,40.66728813,230174
49037,DEMOCRAT,-109.8043936,37.62607487,3113
49037,REPUBLICAN,-109.8043936,37.62607487,3535
49039,DEMOCRAT,-111.5763852,39.37372605,1794
49039,REPUBLICAN,-111.5763852,39.37372605,10459
49041,DEMOCRAT,-111.8045988,38.74769427,1084
49041,REPUBLICAN,-111.8045988,38.74769427,9052
49043,DEMOCRAT,-110.9558542,40.86838131,15244
49043,REPUBLICAN,-110.9558542,40.86838131,10252
49045,DEMOCRAT,-113.1311648,40.44875267,8943
49045,REPUBLICAN,-113.1311648,40.44875267,21014
49047,DEMOCRAT,-109.517996,40.12501568,1663
49047,REPUBLICAN,-109.517996,40.12501568,13261
49049,DEMOCRAT,-111.670284,40.11980262,76033
49049,REPUBLICAN,-111.670284,40.11980262,192812
49051,DEMOCRAT,-111.169609,40.33064897,6187
49051,REPUBLICAN,-111.169609,40.33064897,10795
49053,DEMOCRAT,-113.5045338,37.28047916,20530
49053,REPUBLICAN,-113.5045338,37.28047916,67294
49055,DEMOCRAT,-110.9033351,38.32442333,365
49055,REPUBLICAN,-110.9033351,38.32442333,1229
49057,DEMOCRAT,-111.9127797,41.27005573,40695
49057,REPUBLICAN,-111.9127797,41.27005573,65949
50001,DEMOCRAT,-73.14089327,44.03090072,14967
50001,REPUBLICAN,-73.14089327,44.03090072,6292
50003,DEMOCRAT,-73.09291531,43.03531126,12705
50003,REPUBLICAN,-73.09291531,43.03531126,7114
50005,DEMOCRAT,-72.10243367,44.46487758,9011
50005,REPUBLICAN,-72.10243367,44.46487758,6551
50007,DEMOCRAT,-73.08101275,44.46109238,74961
50007,REPUBLICAN,-73.08101275,44.46109238,21017
50009,DEMOCRAT,-71.736327,44.7283185,1405
50009,REPUBLICAN,-71.736327,44.7283185,1773
50011,DEMOCRAT,-72.9120833,44.85745972,13611
50011,REPUBLICAN,-72.9120833,44.85745972,11274
50013,DEMOCRAT,-73.29488547,44.79689986,2905
50013,REPUBLICAN,-73.29488547,44.79689986,1810
50015,DEMOCRAT,-72.641331,44.60594136,10240
50015,REPUBLICAN,-72.641331,44.60594136,4163
50017,DEMOCRAT,-72.37674987,44.00552167,10304
50017,REPUBLICAN,-72.37674987,44.00552167,6187
50019,DEMOCRAT,-72.24360335,44.82900254,7147
50019,REPUBLICAN,-72.24360335,44.82900254,6512
50021,DEMOCRAT,-73.03669897,43.57983752,18230
50021,REPUBLICAN,-73.03669897,43.57983752,14672
50023,DEMOCRAT,-72.61502314,44.27309445,25191
50023,REPUBLICAN,-72.61502314,44.27309445,8928
50025,DEMOCRAT,-72.71377523,42.99053464,18767
50025,REPUBLICAN,-72.71377523,42.99053464,6440
50027,DEMOCRAT,-72.58619896,43.57967872,23376
50027,REPUBLICAN,-72.58619896,43.57967872,9971
51001,DEMOCRAT,-75.63628772,37.76647217,7578
51001,REPUBLICAN,-75.63628772,37.76647217,9172
51003,DEMOCRAT,-78.55661903,38.02273165,42466
51003,REPUBLICAN,-78.55661903,38.02273165,20804
51005,DEMOCRAT,-80.00761323,37.78778327,2243
51005,REPUBLICAN,-80.00761323,37.78778327,5859
51007,DEMOCRAT,-77.9752747,37.33550025,2411
51007,REPUBLICAN,-77.9752747,37.33550025,5390
51009,DEMOCRAT,-79.14517223,37.60543548,5672
51009,REPUBLICAN,-79.14517223,37.60543548,11041
51011,DEMOCRAT,-78.81172877,37.37242345,2418
51011,REPUBLICAN,-78.81172877,37.37242345,6702
51013,DEMOCRAT,-77.10098204,38.87844605,105344
51013,REPUBLICAN,-77.10098204,38.87844605,22318
51015,DEMOCRAT,-79.13408568,38.16483645,10840
51015,REPUBLICAN,-79.13408568,38.16483645,30714
51017,DEMOCRAT,-79.74123354,38.05836054,646
51017,REPUBLICAN,-79.74123354,38.05836054,1834
51019,DEMOCRAT,-79.52391814,37.31502696,12176
51019,REPUBLICAN,-79.52391814,37.31502696,35600
51021,DEMOCRAT,-81.13059253,37.13389662,532
51021,REPUBLICAN,-81.13059253,37.13389662,2903
51023,DEMOCRAT,-79.8119662,37.5570231,5700
51023,REPUBLICAN,-79.8119662,37.5570231,15099
51025,DEMOCRAT,-77.85881453,36.76457633,4552
51025,REPUBLICAN,-77.85881453,36.76457633,3357
51027,DEMOCRAT,-82.03580207,37.26641332,1587
51027,REPUBLICAN,-82.03580207,37.26641332,8311
51029,DEMOCRAT,-78.52851211,37.57196671,3471
51029,REPUBLICAN,-78.52851211,37.57196671,4544
51031,DEMOCRAT,-79.09657032,37.20561193,8070
51031,REPUBLICAN,-79.09657032,37.20561193,21245
51033,DEMOCRAT,-77.34662195,38.02701807,7657
51033,REPUBLICAN,-77.34662195,38.02701807,8336
51035,DEMOCRAT,-80.73317673,36.73130704,2842
51035,REPUBLICAN,-80.73317673,36.73130704,12659
51036,DEMOCRAT,-77.06179476,37.35669644,2624
51036,REPUBLICAN,-77.06179476,37.35669644,1761
51037,DEMOCRAT,-78.66167401,37.0117581,2317
51037,REPUBLICAN,-78.66167401,37.0117581,3815
51041,DEMOCRAT,-77.58654268,37.37880418,106935
51041,REPUBLICAN,-77.58654268,37.37880418,93326
51043,DEMOCRAT,-77.99656139,39.11236047,3920
51043,REPUBLICAN,-77.99656139,39.11236047,5192
51045,DEMOCRAT,-80.21218409,37.48141832,587
51045,REPUBLICAN,-80.21218409,37.48141832,2536
51047,DEMOCRAT,-77.95541958,38.48620048,10617
51047,REPUBLICAN,-77.95541958,38.48620048,16012
51049,DEMOCRAT,-78.24455011,37.51182231,2227
51049,REPUBLICAN,-78.24455011,37.51182231,3019
51051,DEMOCRAT,-82.35094586,37.12613493,1503
51051,REPUBLICAN,-82.35094586,37.12613493,5748
51053,DEMOCRAT,-77.63238876,37.07597757,6224
51053,REPUBLICAN,-77.63238876,37.07597757,8695
51057,DEMOCRAT,-76.9520416,37.94303646,3038
51057,REPUBLICAN,-76.9520416,37.94303646,3075
51059,DEMOCRAT,-77.27651017,38.83620791,419943
51059,REPUBLICAN,-77.27651017,38.83620791,168401
51061,DEMOCRAT,-77.80950815,38.7387071,17565
51061,REPUBLICAN,-77.80950815,38.7387071,25106
51063,DEMOCRAT,-80.36184172,36.93162812,3004
51063,REPUBLICAN,-80.36184172,36.93162812,6225
51065,DEMOCRAT,-78.27765024,37.84216441,7414
51065,REPUBLICAN,-78.27765024,37.84216441,8155
51067,DEMOCRAT,-79.88106371,36.99189661,8381
51067,REPUBLICAN,-79.88106371,36.99189661,20895
51069,DEMOCRAT,-78.26241473,39.2045848,17207
51069,REPUBLICAN,-78.26241473,39.2045848,30558
51071,DEMOCRAT,-80.70422242,37.31404444,2156
51071,REPUBLICAN,-80.70422242,37.31404444,6876
51073,DEMOCRAT,-76.54142204,37.41403941,6964
51073,REPUBLICAN,-76.54142204,37.41403941,14875
51075,DEMOCRAT,-77.91594304,37.72200089,6685
51075,REPUBLICAN,-77.91594304,37.72200089,9966
51077,DEMOCRAT,-81.22507847,36.65661781,1535
51077,REPUBLICAN,-81.22507847,36.65661781,6529
51079,DEMOCRAT,-78.46704277,38.29731238,4163
51079,REPUBLICAN,-78.46704277,38.29731238,6866
51081,DEMOCRAT,-77.55962422,36.67571583,2627
51081,REPUBLICAN,-77.55962422,36.67571583,1914
51083,DEMOCRAT,-78.93659955,36.76689258,7666
51083,REPUBLICAN,-78.93659955,36.76689258,10418
51085,DEMOCRAT,-77.49131526,37.76033617,25307
51085,REPUBLICAN,-77.49131526,37.76033617,44318
51087,DEMOCRAT,-77.40505652,37.53796421,116572
51087,REPUBLICAN,-77.40505652,37.53796421,63440
51089,DEMOCRAT,-79.87418576,36.68267428,9127
51089,REPUBLICAN,-79.87418576,36.68267428,16725
51091,DEMOCRAT,-79.56866954,38.36239367,417
51091,REPUBLICAN,-79.56866954,38.36239367,1092
51093,DEMOCRAT,-76.72465523,36.89191765,9399
51093,REPUBLICAN,-76.72465523,36.89191765,13707
51095,DEMOCRAT,-76.77717182,37.32794596,25553
51095,REPUBLICAN,-76.77717182,37.32794596,23153
51097,DEMOCRAT,-76.8965089,37.71951331,1590
51097,REPUBLICAN,-76.8965089,37.71951331,2450
51099,DEMOCRAT,-77.15723124,38.27358126,5404
51099,REPUBLICAN,-77.15723124,38.27358126,8446
51101,DEMOCRAT,-77.08804071,37.70635361,3260
51101,REPUBLICAN,-77.08804071,37.70635361,7320
51103,DEMOCRAT,-76.46151665,37.73239182,3368
51103,REPUBLICAN,-76.46151665,37.73239182,3697
51105,DEMOCRAT,-83.12815503,36.70548431,1489
51105,REPUBLICAN,-83.12815503,36.70548431,8365
51107,DEMOCRAT,-77.63575211,39.09048044,138372
51107,REPUBLICAN,-77.63575211,39.09048044,82088
51109,DEMOCRAT,-77.96275853,37.97807843,8269
51109,REPUBLICAN,-77.96275853,37.97807843,13294
51111,DEMOCRAT,-78.24084587,36.94606214,2418
51111,REPUBLICAN,-78.24084587,36.94606214,3537
51113,DEMOCRAT,-78.27950884,38.41366284,2698
51113,REPUBLICAN,-78.27950884,38.41366284,5300
51115,DEMOCRAT,-76.34148682,37.43639888,1825
51115,REPUBLICAN,-76.34148682,37.43639888,3901
51117,DEMOCRAT,-78.3626113,36.68047202,6803
51117,REPUBLICAN,-78.3626113,36.68047202,9266
51119,DEMOCRAT,-76.56869484,37.62970349,2491
51119,REPUBLICAN,-76.56869484,37.62970349,4196
51121,DEMOCRAT,-80.38642559,37.17483569,23218
51121,REPUBLICAN,-80.38642559,37.17483569,20629
51125,DEMOCRAT,-78.88692463,37.7874546,4327
51125,REPUBLICAN,-78.88692463,37.7874546,4812
51127,DEMOCRAT,-76.9971687,37.50499104,4621
51127,REPUBLICAN,-76.9971687,37.50499104,9631
51131,DEMOCRAT,-75.87764606,37.34305358,3667
51131,REPUBLICAN,-75.87764606,37.34305358,2955
51133,DEMOCRAT,-76.41950915,37.8876167,3252
51133,REPUBLICAN,-76.41950915,37.8876167,4485
51135,DEMOCRAT,-78.05127364,37.14201365,2971
51135,REPUBLICAN,-78.05127364,37.14201365,4027
51137,DEMOCRAT,-78.01298345,38.24635826,7995
51137,REPUBLICAN,-78.01298345,38.24635826,12426
51139,DEMOCRAT,-78.48428212,38.61983485,3007
51139,REPUBLICAN,-78.48428212,38.61983485,9345
51141,DEMOCRAT,-80.28481637,36.67809987,1954
51141,REPUBLICAN,-80.28481637,36.67809987,7485
51143,DEMOCRAT,-79.39718973,36.82128716,10115
51143,REPUBLICAN,-79.39718973,36.82128716,23751
51145,DEMOCRAT,-77.915315,37.55029696,5320
51145,REPUBLICAN,-77.915315,37.55029696,14055
51147,DEMOCRAT,-78.44090565,37.22409267,4973
51147,REPUBLICAN,-78.44090565,37.22409267,4434
51149,DEMOCRAT,-77.22446275,37.18648609,7103
51149,REPUBLICAN,-77.22446275,37.18648609,10103
51153,DEMOCRAT,-77.48028729,38.70276099,142863
51153,REPUBLICAN,-77.48028729,38.70276099,81222
51155,DEMOCRAT,-80.71348404,37.0632927,4925
51155,REPUBLICAN,-80.71348404,37.0632927,12127
51157,DEMOCRAT,-78.15943614,38.68461794,2096
51157,REPUBLICAN,-78.15943614,38.68461794,2812
51159,DEMOCRAT,-76.7268014,37.94301072,1513
51159,REPUBLICAN,-76.7268014,37.94301072,2547
51161,DEMOCRAT,-80.067514,37.26938285,21801
51161,REPUBLICAN,-80.067514,37.26938285,34268
51163,DEMOCRAT,-79.44774612,37.81505482,4086
51163,REPUBLICAN,-79.44774612,37.81505482,8088
51165,DEMOCRAT,-78.87581609,38.51221007,12644
51165,REPUBLICAN,-78.87581609,38.51221007,30349
51167,DEMOCRAT,-82.09596509,36.93361023,2373
51167,REPUBLICAN,-82.09596509,36.93361023,10879
51169,DEMOCRAT,-82.60311478,36.7143081,1692
51169,REPUBLICAN,-82.60311478,36.7143081,9063
